marka,seri,model,yıl,km,vites,yakıt,kasa_tipi,motor_hacmi,motor_gücü,çekiş,fiyat
Mercedes - Benz,B,B 150 Boyut,2009,95000,Otomatik,Benzin,MPV,1498,95,Önden Çekiş,413750
Mercedes - Benz,E,220 Elegance,1997,340000,Düz,Dizel,Sedan,2250,138,Arkadan İtiş,205750
Mercedes - Benz,E,220 CDI Elegance,1997,340000,Düz,Dizel,Sedan,2151,125,Arkadan İtiş,205750
Mercedes - Benz,CLA,200 AMG+ 4Matic,2021,40000,Yarı Otomatik,Benzin,Coupe,1332,163,4WD (Sürekli),1760000
Mercedes - Benz,C,C 200 Elegance,1997,275500,Düz,Benzin,Sedan,1998,136,Arkadan İtiş,296000
Mercedes - Benz,CLS,350 D AMG,2015,179000,Otomatik,Dizel,Coupe,2987,252,4WD (Sürekli),1895000
Mercedes - Benz,E,250 CDI Edition,2015,210000,Otomatik,Dizel,Sedan,2143,204,4WD (Sürekli),1449000
Mercedes - Benz,C,C 200 d BlueTEC Exclusive,2016,160000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1095000
Mercedes - Benz,300,E,1986,680000,Düz,LPG & Benzin,Sedan,2962,180,Arkadan İtiş,175000
Mercedes - Benz,C,C 180 AMG 7G-Tronic,2016,97500,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1100000
Mercedes - Benz,C,C 250 BlueEFFICIENCY AMG,2011,167000,Otomatik,Benzin,Coupe,1796,204,Arkadan İtiş,855000
Mercedes - Benz,230,E,1986,320000,Düz,LPG & Benzin,Sedan,2299,132,Arkadan İtiş,165000
Mercedes - Benz,C,C 180 Kompressor Sportcoupe,2003,182000,Otomatik,Benzin,Coupe,1796,143,Arkadan İtiş,320000
Mercedes - Benz,200,D,1985,386500,Düz,Dizel,Sedan,1900,88,Arkadan İtiş,92500
Mercedes - Benz,C,C 200 Kompressor Avantgarde,2006,225000,Otomatik,LPG & Benzin,Sedan,1796,163,Arkadan İtiş,525000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,199000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1050000
Mercedes - Benz,C,C 200 Kompressor Elegance,2000,399099,Otomatik,LPG & Benzin,Sedan,1998,163,Arkadan İtiş,305000
Mercedes - Benz,E,200 Kompressor Elegance,2007,153000,Otomatik,LPG & Benzin,Sedan,1796,184,Arkadan İtiş,860000
Mercedes - Benz,B,B 180 BlueEFFICIENCY Style,2013,90000,Yarı Otomatik,Benzin,MPV,1595,122,Önden Çekiş,610000
Mercedes - Benz,E,180 Exclusive,2017,122000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1685000
Mercedes - Benz,300,D,1987,300000,Düz,Dizel,Sedan,2750,138,Arkadan İtiş,210000
Mercedes - Benz,E,200 Avantgarde,2000,350000,Düz,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,120000
Mercedes - Benz,E,180 Elite,2013,164000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1015000
Mercedes - Benz,E,250 CGI BlueEFFICIENCY AMG,2012,116000,Otomatik,Benzin,Coupe,1796,204,Arkadan İtiş,1084000
Mercedes - Benz,E,180 Exclusive,2018,79700,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1875000
Mercedes - Benz,C,C 200 Elegance,1996,298000,Düz,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,201500
Mercedes - Benz,E,180 Elite,2014,136000,Otomatik,Dizel,Sedan,1595,156,Arkadan İtiş,1230000
Mercedes - Benz,E,250 CGI Elite,2012,107000,Otomatik,Benzin,Sedan,1796,204,Arkadan İtiş,919900
Mercedes - Benz,C,C 180 AMG 7G-Tronic,2013,189000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,643000
Mercedes - Benz,E,300 D AMG,2022,8800,Otomatik,Dizel,Coupe,1992,265,4WD (Sürekli),4350000
Mercedes - Benz,E,200,1993,305000,Düz,LPG & Benzin,Sedan,1997,136,Arkadan İtiş,205000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,110000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1250000
Mercedes - Benz,CLA,200 AMG 4Matic,2022,6001,Yarı Otomatik,Benzin,Coupe,1332,163,4WD (Sürekli),1750000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Fascination,2009,330000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,410000
Mercedes - Benz,CLK,CLK 280 Avantgarde,2007,140000,Otomatik,Benzin,-,2996,231,Arkadan İtiş,500000
Mercedes - Benz,E,180 AMG,2017,109000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1593000
Mercedes - Benz,B,B 180 Progressive,2020,26000,Yarı Otomatik,Benzin,MPV,1332,136,Önden Çekiş,1350000
Mercedes - Benz,C,C 200 BlueTEC AMG,2015,133500,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1220000
Mercedes - Benz,C,C 200 D Comfort,2018,79800,Otomatik,Dizel,Sedan,1598,160,Arkadan İtiş,1200000
Mercedes - Benz,C,C 220 CDI Avantgarde,2004,286000,Otomatik,Dizel,Sedan,2148,150,Arkadan İtiş,365000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Avantgard,2011,169000,Otomatik,Benzin,Sedan,1597,156,Arkadan İtiş,679750
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2013,133000,Düz,Dizel,Hatchback/5,1461,109,Önden Çekiş,575000
Mercedes - Benz,E,350 CDI AMG Premium,2012,465000,Otomatik,Dizel,Sedan,2987,211,Arkadan İtiş,1450000
Mercedes - Benz,E,270 CDI Avantgarde,2004,592000,Otomatik,Dizel,Sedan,2685,177,Arkadan İtiş,429950
Mercedes - Benz,C,C 200 D Comfort,2017,115568,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,989000
Mercedes - Benz,E,200,1980,591500,Düz,LPG & Benzin,Sedan,1997,98,Önden Çekiş,72500
Mercedes - Benz,C,C 180 AMG 7G-Tronic,2012,70000,Otomatik,Benzin,Sedan,1796,156,Arkadan İtiş,610000
Mercedes - Benz,E,230 Elegance,1995,295000,Düz,LPG & Benzin,Sedan,2295,150,Arkadan İtiş,230000
Mercedes - Benz,C,C 240 Elegance,2000,355000,Otomatik,Benzin,Sedan,2597,170,Arkadan İtiş,330000
Mercedes - Benz,C,C 220 BlueTEC AMG,2016,234000,Düz,Dizel,Sedan,2143,170,Arkadan İtiş,750000
Mercedes - Benz,C,C 200 D AMG,2018,70000,Otomatik,Dizel,Sedan,1598,160,Arkadan İtiş,1455000
Mercedes - Benz,E,180 Elite,2015,147000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,980900
Mercedes - Benz,E,250 CDI Elite Avantgarde,2012,249000,Otomatik,Dizel,Sedan,2143,204,4WD (Sürekli),990000
Mercedes - Benz,C,C 180 AMG 7G-Tronic,2015,56000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1200000
Mercedes - Benz,CLK,CLK 200 Kompressor Avantgarde,2001,383000,Otomatik,LPG & Benzin,Coupe,1998,163,Arkadan İtiş,400000
Mercedes - Benz,C,C 200 Kompressor Elegance,2001,299000,Otomatik,LPG & Benzin,Sedan,1998,163,Arkadan İtiş,338000
Mercedes - Benz,190,190 E 2.0,1991,366000,Düz,LPG & Benzin,Sedan,1997,123,Arkadan İtiş,157000
Mercedes - Benz,E,200 Classic,1996,500000,Otomatik,LPG & Benzin,Sedan,1900,138,Arkadan İtiş,330000
Mercedes - Benz,S,S 500 500 L,2006,208000,Yarı Otomatik,Benzin,Sedan,5250,388,Arkadan İtiş,1425000
Mercedes - Benz,S,S 350 350 BlueTEC,2014,172000,Otomatik,Dizel,Sedan,2750,263,Arkadan İtiş,3600000
Mercedes - Benz,200,E,1992,400000,Düz,LPG & Benzin,Sedan,1997,136,Arkadan İtiş,160000
Mercedes - Benz,E,180 AMG,2017,22000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,2050000
Mercedes - Benz,E,250 CGI Elite,2012,202000,Otomatik,Benzin,Sedan,1796,204,Arkadan İtiş,875000
Mercedes - Benz,E,250 CDI BlueEFFICIENCY Elegance,2013,160000,Otomatik,Dizel,Coupe,2143,204,Arkadan İtiş,1650000
Mercedes - Benz,E,200 d E 200 d,1996,360000,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,290000
Mercedes - Benz,E,200 Elegance,1996,370000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,278500
Mercedes - Benz,A,A 200 BlueEFFICIENCY AMG Sport,2015,72000,Yarı Otomatik,Benzin,Hatchback/5,1595,156,Önden Çekiş,805000
Mercedes - Benz,C,C 200 d BlueTEC Comfort,2016,250000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,915000
Mercedes - Benz,C,C 200 Elegance,1995,122000,Düz,Benzin,Sedan,1998,136,Arkadan İtiş,355000
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2010,300000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,625000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Luxury,2010,159000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,585000
Mercedes - Benz,E,270 CDI Avantgarde,2003,290000,Otomatik,Dizel,Sedan,2685,177,Arkadan İtiş,510000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Fascination,2010,209000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,520000
Mercedes - Benz,C,C 200 d BlueTEC Exclusive,2017,210000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1135000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2017,63000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1250000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,115000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1250000
Mercedes - Benz,E,200,1978,240000,Düz,LPG & Benzin,Sedan,2250,113,Arkadan İtiş,135000
Mercedes - Benz,C,C 180 BlueEFFICIENCY Fascination,2013,134000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,740000
Mercedes - Benz,E,220 D Exclusive,2016,112000,Otomatik,Dizel,Sedan,1950,194,Arkadan İtiş,1950000
Mercedes - Benz,200,D,1986,111111,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,110000
Mercedes - Benz,E,220 CDI Avantgarde,2007,335000,Otomatik,Dizel,Sedan,2148,170,Arkadan İtiş,720000
Mercedes - Benz,C,C 180 Comfort 9G-Tronic,2017,110530,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1045000
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY Style,2017,110000,Yarı Otomatik,Dizel,Hatchback/5,1461,109,Önden Çekiş,749900
Mercedes - Benz,260,E,1986,375000,Otomatik,LPG & Benzin,Sedan,2750,163,Arkadan İtiş,175000
Mercedes - Benz,B,B 180 BlueEFFICIENCY Sport,2013,95000,Yarı Otomatik,Benzin,MPV,1595,122,Önden Çekiş,675000
Mercedes - Benz,CLA,180 CDI AMG,2016,129594,Otomatik,Dizel,Coupe,1462,109,Önden Çekiş,895000
Mercedes - Benz,E,200 d AMG,2020,84796,Otomatik,Dizel,Sedan,1597,160,Arkadan İtiş,2229000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,54000,Otomatik,Dizel,Sedan,1500,138,Arkadan İtiş,1160000
Mercedes - Benz,B,B 180 CDI BlueEFFICIENCY Style,2014,191630,Yarı Otomatik,Dizel,MPV,1461,109,Önden Çekiş,740000
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG Sport,2017,116000,Yarı Otomatik,Dizel,Hatchback/5,1461,109,Önden Çekiş,870000
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2010,181000,Otomatik,Benzin,Sedan,1597,156,Arkadan İtiş,555000
Mercedes - Benz,200,E,1991,404000,Düz,LPG & Benzin,Sedan,1997,118,Arkadan İtiş,210000
Mercedes - Benz,B,B 150 150,2007,260400,Otomatik,LPG & Benzin,MPV,1498,95,Önden Çekiş,350000
Mercedes - Benz,C,C 180 AMG 9G-Tronic,2017,31700,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1340000
Mercedes - Benz,E,180 Edition E,2015,254000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,999999
Mercedes - Benz,E,300 AMG,2020,13200,Otomatik,Benzin,Sedan,1991,258,Arkadan İtiş,4175000
Mercedes - Benz,E,180 AMG Premium,2014,163000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1295000
Mercedes - Benz,S,S 400 400 d AMG,2021,8950,Otomatik,Dizel,Sedan,2925,340,4WD (Sürekli),13650000
Mercedes - Benz,E,180 Premium,2014,129000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1350000
Mercedes - Benz,E,220 CDI Elegance,1997,260000,Otomatik,Dizel,Sedan,1900,138,Arkadan İtiş,360000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Fascination,2010,240000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,600000
Mercedes - Benz,S,S 320 320,1994,349000,Otomatik,LPG & Benzin,Sedan,3199,231,Arkadan İtiş,255000
Mercedes - Benz,A,A 150 Avantgarde,2006,204000,Otomatik,LPG & Benzin,Hatchback/5,1498,95,Önden Çekiş,289900
Mercedes - Benz,E,200 Exclusive,2016,70000,Otomatik,Benzin,Sedan,1991,184,Arkadan İtiş,1800000
Mercedes - Benz,C,C 200 AMG,2020,15800,Otomatik,Benzin,Station wagon,1497,184,4WD (Sürekli),1605000
Mercedes - Benz,190,190 E 2.0,1991,223038,Düz,LPG & Benzin,Sedan,1997,123,Arkadan İtiş,165000
Mercedes - Benz,E,180 Exclusive,2017,87000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1730000
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY Style,2015,80700,Yarı Otomatik,Dizel,Hatchback/5,1461,109,Önden Çekiş,765000
Mercedes - Benz,E,180 Elite,2013,374000,Otomatik,LPG & Benzin,Sedan,1595,156,Arkadan İtiş,975000
Mercedes - Benz,E,250 Elit,2013,190000,Otomatik,Benzin,Sedan,1991,211,Arkadan İtiş,1320000
Mercedes - Benz,AMG GT,3.0,2022,6100,Otomatik,Benzin,Coupe,2999,367,4WD (Sürekli),9900000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Fascination,2010,302000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,510000
Mercedes - Benz,E,250 CDI BlueEFFICIENCY Avantgarde,2009,543000,Otomatik,Dizel,Sedan,2143,204,Arkadan İtiş,730000
Mercedes - Benz,E,200 Kompressor Avantgarde,2005,397000,Otomatik,LPG & Benzin,Sedan,1796,163,Arkadan İtiş,600000
Mercedes - Benz,E,220 CDI Start,2011,281200,Otomatik,Dizel,Sedan,2143,170,Arkadan İtiş,759900
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,68000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1290000
Mercedes - Benz,B,B 180 BlueEFFICIENCY Sport,2012,139000,Yarı Otomatik,Benzin,MPV,1595,122,Önden Çekiş,635000
Mercedes - Benz,B,B 180 BlueEFFICIENCY Sport,2013,155000,Yarı Otomatik,Benzin,MPV,1595,122,Önden Çekiş,615000
Mercedes - Benz,E,200 Avantgarde,1999,600000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,337000
Mercedes - Benz,200,E,1991,320000,Düz,LPG & Benzin,Sedan,1997,118,Arkadan İtiş,186000
Mercedes - Benz,E,200 Kompressor Avantgarde,1999,446000,Otomatik,LPG & Benzin,Sedan,1998,186,Arkadan İtiş,349900
Mercedes - Benz,C,C 200 d BlueTEC Comfort,2018,68210,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1350000
Mercedes - Benz,250,D,1998,345000,Otomatik,Dizel,Sedan,2250,138,Arkadan İtiş,168000
Mercedes - Benz,E,220 CDI Classic,2002,384000,Otomatik,Dizel,Sedan,2148,150,Arkadan İtiş,555000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,78000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1330000
Mercedes - Benz,A,A 45 AMG,2016,45000,Yarı Otomatik,Benzin,Hatchback/5,1991,381,4WD (Sürekli),1590000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Diamond,2012,153000,Otomatik,Benzin,Sedan,1597,156,Arkadan İtiş,785000
Mercedes - Benz,E,200 Classic,1996,426000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,300000
Mercedes - Benz,C,C 180 Kompressor Sportcoupe,2007,371000,Otomatik,LPG & Benzin,Sedan,1700,163,Arkadan İtiş,420000
Mercedes - Benz,200,D,1984,584000,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,125000
Mercedes - Benz,190,190 E 2.0,1991,365000,Düz,LPG & Benzin,Sedan,1997,123,Arkadan İtiş,157000
Mercedes - Benz,200,E,1993,344000,Düz,LPG & Benzin,Sedan,1997,136,Arkadan İtiş,238000
Mercedes - Benz,C,C 200 d BlueTEC Exclusive,2018,198000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1250000
Mercedes - Benz,E,180 AMG Premium,2017,52000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1800000
Mercedes - Benz,CLA,180 D AMG,2017,80000,Otomatik,Dizel,Coupe,1461,109,Önden Çekiş,1160000
Mercedes - Benz,S,S 350 350 CDI L,2011,210000,Otomatik,Dizel,Sedan,2987,235,Arkadan İtiş,1650000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Avantgard,2012,174089,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,625000
Mercedes - Benz,E,200,1987,307000,Düz,LPG & Benzin,Sedan,1997,109,Arkadan İtiş,235000
Mercedes - Benz,C,C 250 CGI Fascination,2011,236000,Otomatik,Benzin,Sedan,1796,204,Arkadan İtiş,725000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Avantgard,2011,188000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,579000
Mercedes - Benz,E,200 Avantgarde,1996,450000,Düz,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,230000
Mercedes - Benz,A,A 160 Elegance,2001,329000,Otomatik,Benzin,Hatchback/5,1598,102,Önden Çekiş,249900
Mercedes - Benz,E,200 d Exclusive,2021,20000,Otomatik,Dizel,Sedan,1597,160,Arkadan İtiş,2980000
Mercedes - Benz,E,250 CGI AMG Premium,2011,225000,Otomatik,Benzin,Sedan,1796,204,Arkadan İtiş,1050000
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2010,250000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,635000
Mercedes - Benz,C,C 180 AMG 9G-Tronic,2017,157250,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1209900
Mercedes - Benz,CLC,160 BlueEFFICIENCY,2010,158000,Otomatik,LPG & Benzin,Coupe,1597,129,Arkadan İtiş,465000
Mercedes - Benz,CLA,180 CDI AMG,2015,153800,Otomatik,Dizel,Coupe,1462,109,Önden Çekiş,924000
Mercedes - Benz,E,200 Kompressor Avantgarde,2007,221000,Otomatik,LPG & Benzin,Sedan,1796,184,Arkadan İtiş,800000
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2010,215000,Otomatik,Benzin,Sedan,1597,156,Arkadan İtiş,547000
Mercedes - Benz,CLA,180 D AMG,2017,205000,Otomatik,Dizel,Coupe,1461,109,Önden Çekiş,869000
Mercedes - Benz,CLA,180 D AMG,2017,59000,Otomatik,Dizel,Coupe,1461,109,Önden Çekiş,1150000
Mercedes - Benz,C,C 180 BlueEFFICIENCY Fascination,2016,90000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1200000
Mercedes - Benz,A,A 180 d Style,2019,39881,Yarı Otomatik,Dizel,Sedan,1461,116,Önden Çekiş,1130000
Mercedes - Benz,250,D,1989,268000,Düz,Dizel,Sedan,2497,126,Arkadan İtiş,239000
Mercedes - Benz,E,200 d Exclusive,2022,18000,Otomatik,Dizel,Sedan,1597,160,Arkadan İtiş,3200000
Mercedes - Benz,E,200,1989,294000,Düz,LPG & Benzin,Sedan,1997,122,Arkadan İtiş,174000
Mercedes - Benz,E,200,1977,124750,Düz,LPG & Benzin,Sedan,2000,95,Arkadan İtiş,96500
Mercedes - Benz,250,D,1990,341100,Düz,Dizel,Sedan,2497,94,Arkadan İtiş,168000
Mercedes - Benz,190,2.0,1985,402000,Düz,LPG & Benzin,Sedan,1997,90,Arkadan İtiş,135000
Mercedes - Benz,E,200 Avantgarde,1997,335000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,349000
Mercedes - Benz,C,C 180 BlueEFFICIENCY Selection Plus,2013,145000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,855000
Mercedes - Benz,E,250 CDI Premium,2012,243000,Otomatik,Dizel,Sedan,2143,204,4WD (Sürekli),1250000
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2015,175000,Yarı Otomatik,Dizel,Hatchback/5,1461,109,Önden Çekiş,850000
Mercedes - Benz,A,A 150 Avantgarde,2005,233000,Düz,LPG & Benzin,Hatchback/5,1498,95,Önden Çekiş,234750
