marka,seri,model,yıl,km,vites,yakıt,kasa_tipi,motor_hacmi,motor_gücü,çekiş,fiyat
BMW,3 Serisi,316i Standart,2006,240000,Düz,LPG & Benzin,Sedan,1796,116,Arkadan İtiş,315000
BMW,3 Serisi,318i Prestige,2017,62000,Otomatik,Benzin,Sedan,1499,136,Arkadan İtiş,925000
BMW,3 Serisi,320i First Edition M Sport,2021,13250,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,1875000
BMW,3 Serisi,320d Standart,2002,330000,Düz,Dizel,Sedan,1995,150,Arkadan İtiş,265000
BMW,3 Serisi,320d M Sport,2012,238000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,575000
BMW,3 Serisi,320i Sport Line,2015,116000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,859000
BMW,5 Serisi,520i Executive,2015,72931,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1355000
BMW,3 Serisi,316i Comfort,2013,165500,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,568500
BMW,3 Serisi,320i ED 40th Year Edition,2016,37000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,1270000
BMW,3 Serisi,320d M Sport,2011,211000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,390000
BMW,5 Serisi,520i Comfort,2016,55800,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1425000
BMW,5 Serisi,520d Standart,2008,373000,Düz,Dizel,Sedan,1995,163,Arkadan İtiş,585000
BMW,5 Serisi,520i Standart,2001,295000,Otomatik,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,300000
BMW,3 Serisi,320d Modern Line,2012,290000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,730000
BMW,3 Serisi,320i ED Sport Line,2013,155000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,845000
BMW,5 Serisi,525d xDrive Comfort,2012,242834,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),1050000
BMW,3 Serisi,318i Edition M Sport,2017,62000,Otomatik,Benzin,Sedan,1499,136,Arkadan İtiş,1190000
BMW,1 Serisi,116i Comfort,2011,135000,Otomatik,Benzin,Hatchback/5,1598,136,Arkadan İtiş,499000
BMW,3 Serisi,320d Premium,2006,365000,Otomatik,Dizel,Sedan,1995,163,Arkadan İtiş,369950
BMW,5 Serisi,520i Special Edition M Sport,2022,6001,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,2699900
BMW,4 Serisi,418i Sport Line,2016,103863,Otomatik,Benzin,Coupe,1499,136,Arkadan İtiş,1120000
BMW,3 Serisi,320i First Edition Luxury Line,2021,41000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,1749000
BMW,1 Serisi,116d Comfort,2013,285000,Düz,Dizel,Hatchback/5,1995,116,Arkadan İtiş,439000
BMW,3 Serisi,316i Standart,2006,380000,Düz,Benzin,Sedan,1596,115,Arkadan İtiş,335000
BMW,3 Serisi,318i Edition Luxury Line,2018,157750,Otomatik,Benzin,Sedan,1499,136,Arkadan İtiş,959750
BMW,3 Serisi,320d M Sport,2010,255000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,479950
BMW,5 Serisi,530d Touring,2006,202000,Düz,Dizel,Station wagon,2993,231,Arkadan İtiş,595000
BMW,3 Serisi,320d Comfort,2011,300000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,535000
BMW,5 Serisi,520i M Sport,2013,220000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,899950
BMW,5 Serisi,520i M Sport,2022,6001,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,2700000
BMW,3 Serisi,320i ED 40th Year Edition,2016,148000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,1350000
BMW,5 Serisi,520i Standart,2004,300000,Otomatik,LPG & Benzin,Sedan,2171,170,Arkadan İtiş,435000
BMW,3 Serisi,316i M Sport,2014,130000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,666500
BMW,5 Serisi,520d Exclusive,2012,236000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,720000
BMW,3 Serisi,316i Sport Line,2012,185000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,715000
BMW,1 Serisi,116i Premium,2011,105650,Otomatik,Benzin,Hatchback/5,1596,116,Arkadan İtiş,420000
BMW,3 Serisi,320i,2009,232000,Otomatik,LPG & Benzin,Sedan,1995,170,Arkadan İtiş,525000
BMW,3 Serisi,316,1990,350000,Düz,LPG & Benzin,Sedan,1766,90,Arkadan İtiş,172000
BMW,3 Serisi,320i First Edition Sport Line,2019,60359,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,1529000
BMW,3 Serisi,320i ED Techno Plus,2016,134000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,930000
BMW,5 Serisi,520i Executive M Sport,2016,57000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1425000
BMW,3 Serisi,320d Premium Line,2018,68000,Otomatik,Dizel,Sedan,1995,190,Arkadan İtiş,1275000
BMW,3 Serisi,325i Standart,2005,311000,Otomatik,LPG & Benzin,Sedan,2497,218,Arkadan İtiş,485000
BMW,3 Serisi,320d Standart,2002,250000,Otomatik,Dizel,Sedan,1995,150,Arkadan İtiş,270000
BMW,3 Serisi,318d Premium,2009,196000,Otomatik,Dizel,Sedan,1995,143,Arkadan İtiş,396000
BMW,5 Serisi,520i Premium,2015,143000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1049900
BMW,5 Serisi,525d Standart,2003,356000,Otomatik,Dizel,Sedan,2750,188,4WD (Sürekli),340000
BMW,3 Serisi,318i Standart,2003,301000,Otomatik,LPG & Benzin,Sedan,1995,143,Arkadan İtiş,295000
BMW,3 Serisi,316i Standart,2004,298000,Düz,LPG & Benzin,Sedan,1596,115,Arkadan İtiş,287000
BMW,7 Serisi,735i,2003,202000,Otomatik,Benzin,Sedan,3600,272,Arkadan İtiş,575000
BMW,5 Serisi,520d Standart,2006,321000,Otomatik,Dizel,Sedan,1995,163,Arkadan İtiş,489000
BMW,3 Serisi,320d Techno Plus,2015,207000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,875000
BMW,1 Serisi,116i Sport Line,2012,153500,Otomatik,Benzin,Hatchback/5,1598,136,Arkadan İtiş,485000
BMW,3 Serisi,320d Advantage,2011,180000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,610000
BMW,3 Serisi,316i Exclusive,2010,231000,Düz,LPG & Benzin,Sedan,1597,122,Arkadan İtiş,475000
BMW,3 Serisi,320d M Sport,2012,221000,Otomatik,Dizel,Coupe,1995,184,Arkadan İtiş,680000
BMW,5 Serisi,520i Standart,1998,296000,Otomatik,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,265500
BMW,3 Serisi,320d Comfort,2010,356500,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,655500
BMW,5 Serisi,525d xDrive xDrive,2013,215000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),865000
BMW,1 Serisi,118i One Edition,2015,80500,Otomatik,Benzin,Hatchback/5,1499,136,Arkadan İtiş,745000
BMW,3 Serisi,330d Standart,2001,260000,Otomatik,Dizel,Sedan,2979,184,Arkadan İtiş,260000
BMW,3 Serisi,320i,2008,205000,Otomatik,Benzin,Sedan,1995,170,Arkadan İtiş,475000
BMW,5 Serisi,520d Standart,2014,210000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,1100000
BMW,5 Serisi,520i M Sport,2013,210000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1050000
BMW,5 Serisi,520d M Sport,2012,227000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,1000080
BMW,5 Serisi,520i Luxury Line,2017,160000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,1549500
BMW,5 Serisi,520d Comfort,2009,165000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,765000
BMW,7 Serisi,740i,1998,242000,Otomatik,Benzin,Sedan,4398,286,Arkadan İtiş,920000
BMW,3 Serisi,320i ED Sport Line,2013,146000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,896000
BMW,5 Serisi,520d Exclusive,2012,168000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,910000
BMW,3 Serisi,320d M Sport,2012,200000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,655000
BMW,1 Serisi,116i Sport Line,2013,108000,Otomatik,Benzin,Hatchback/3,1598,136,Arkadan İtiş,650000
BMW,3 Serisi,320i ED M Plus,2016,113000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,1050000
BMW,3 Serisi,320i,2012,284000,Otomatik,Benzin,Sedan,1997,184,Arkadan İtiş,647000
BMW,5 Serisi,520i Standart,2000,250000,Otomatik,LPG & Benzin,Sedan,2171,170,Arkadan İtiş,320000
BMW,5 Serisi,520d Sport,2008,273000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,527500
BMW,3 Serisi,318i Standart,1990,343000,Düz,LPG & Benzin,Sedan,1796,113,Arkadan İtiş,93500
BMW,3 Serisi,320d Techno Plus,2014,130000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,900000
BMW,5 Serisi,520i Standart,1997,482000,Düz,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,190000
BMW,3 Serisi,318i Standart,1991,402000,Düz,LPG & Benzin,Sedan,1796,113,Arkadan İtiş,140000
BMW,7 Serisi,740d xDrive Long M Excellence,2018,118704,Otomatik,Dizel,Sedan,2993,320,4WD (Sürekli),4650000
BMW,3 Serisi,320i Premium,2009,223000,Otomatik,LPG & Benzin,Sedan,1995,170,Arkadan İtiş,485000
BMW,5 Serisi,520d Comfort,2012,169500,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,890000
BMW,3 Serisi,318i Standart,1996,315000,Otomatik,Benzin,Coupe,1796,115,Arkadan İtiş,198000
BMW,7 Serisi,725d M Sport,2017,122000,Otomatik,Dizel,Sedan,1995,231,Arkadan İtiş,3950000
BMW,3 Serisi,316i Premium,2009,251000,Düz,LPG & Benzin,Sedan,1597,122,Arkadan İtiş,429000
BMW,i Serisi,i8 Premium Techno,2014,156000,Otomatik,Hibrit,Coupe,1500,362,4WD (Sürekli),3100000
BMW,3 Serisi,316i Modern Line,2013,178000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,685000
BMW,3 Serisi,320d Premium,2009,302000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,387750
BMW,3 Serisi,320i Premium,2006,240000,Otomatik,Benzin,Sedan,1995,150,Arkadan İtiş,399850
BMW,1 Serisi,116i Standart,2005,328000,Düz,Benzin,Hatchback/5,1596,115,Arkadan İtiş,325000
BMW,5 Serisi,520d Sport,2009,337000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,565000
BMW,3 Serisi,320i,1998,455000,Düz,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,220000
BMW,3 Serisi,320d M Sport,2009,198000,Otomatik,Dizel,-,1995,177,Arkadan İtiş,895000
BMW,4 Serisi,420d Gran Coupe M Sport,2015,229000,Otomatik,Dizel,Coupe,1995,190,Arkadan İtiş,1160000
BMW,3 Serisi,318i Standart,2004,204000,Otomatik,Benzin,Sedan,1995,143,Arkadan İtiş,373000
BMW,1 Serisi,118i Joy,2015,67000,Otomatik,Benzin,Hatchback/5,1499,136,Arkadan İtiş,729000
BMW,3 Serisi,320i,1995,328000,Düz,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,168000
BMW,3 Serisi,320d Sport Line,2012,330000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,749000
BMW,7 Serisi,730i Long M Excellence,2020,72250,Otomatik,Benzin,Sedan,1998,265,Arkadan İtiş,6790000
BMW,3 Serisi,320i,2000,220000,Düz,Benzin,Sedan,1991,170,Arkadan İtiş,230000
BMW,5 Serisi,520i Comfort,2013,118000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,802900
BMW,1 Serisi,116d ED EfficientDynamics,2014,132000,Düz,Dizel,Hatchback/5,1598,116,Arkadan İtiş,550000
BMW,5 Serisi,520d Standart,2009,315000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,555000
BMW,3 Serisi,320d Sport Line,2012,199000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,850000
BMW,3 Serisi,320i,1992,193000,Düz,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,200000
BMW,3 Serisi,316i Technology,2013,162000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,690000
BMW,3 Serisi,320d Standart,2003,291000,Otomatik,Dizel,Sedan,1900,138,Arkadan İtiş,269000
BMW,3 Serisi,318i Standart,2005,275000,Otomatik,Benzin,Sedan,1995,143,Arkadan İtiş,398000
BMW,1 Serisi,116i Standart,2009,221000,Otomatik,Benzin,Hatchback/5,1596,116,Arkadan İtiş,339000
BMW,3 Serisi,315,1979,180000,Düz,LPG & Benzin,Coupe,1574,76,Arkadan İtiş,20000
BMW,5 Serisi,525d xDrive M Sport,2012,300000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),1000000
BMW,3 Serisi,320d Premium,2018,70000,Otomatik,Dizel,Sedan,1995,190,Arkadan İtiş,1150000
BMW,5 Serisi,520i Premium,2015,84000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1327000
BMW,3 Serisi,316ti Compact,2002,221000,Düz,LPG & Benzin,Hatchback/3,1596,115,Arkadan İtiş,218000
BMW,1 Serisi,116i Premium,2011,189000,Otomatik,LPG & Benzin,Hatchback/5,1596,116,Arkadan İtiş,379000
BMW,5 Serisi,520i Special Edition M Sport,2019,68000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,2250000
BMW,1 Serisi,116i Premium,2011,123000,Otomatik,LPG & Benzin,Hatchback/5,1598,136,Arkadan İtiş,498000
BMW,3 Serisi,320d Standart,2013,199500,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,712900
BMW,1 Serisi,116i Standart,2012,140000,Otomatik,Benzin,Hatchback/5,1598,136,Arkadan İtiş,532000
BMW,3 Serisi,316i Standart,2009,219000,Düz,LPG & Benzin,Sedan,1597,115,Arkadan İtiş,432000
BMW,1 Serisi,116i Premium,2008,303300,Otomatik,LPG & Benzin,Hatchback/5,1596,116,Arkadan İtiş,385000
BMW,3 Serisi,316i Comfort,2011,110700,Otomatik,Benzin,Sedan,1596,116,Arkadan İtiş,610000
BMW,1 Serisi,116i Joy Edition,2011,238000,Otomatik,Benzin,Hatchback/5,1596,116,Arkadan İtiş,420000
BMW,3 Serisi,320d Premium,2010,211000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,549000
BMW,3 Serisi,320i,2013,230000,Otomatik,Benzin,Sedan,1997,184,Arkadan İtiş,675000
BMW,3 Serisi,316i Sport Line,2013,126000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,780000
BMW,3 Serisi,320d Comfort,2011,249000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,477000
BMW,3 Serisi,316i Modern Line,2013,82000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,765000
BMW,3 Serisi,328i Luxury Line,2012,189041,Otomatik,Benzin,Sedan,1997,245,Arkadan İtiş,875000
BMW,3 Serisi,316i Technology,2013,176000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,850000
BMW,5 Serisi,520d Standart,2006,325000,Otomatik,Dizel,Sedan,1995,163,Arkadan İtiş,407000
BMW,3 Serisi,320d M Sport,2013,200500,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,845000
BMW,3 Serisi,320d Premium,2010,312000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,450000
BMW,5 Serisi,520i Standart,1989,250000,Düz,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,88000
BMW,5 Serisi,530i Standart,2004,240000,Otomatik,Benzin,Sedan,2979,231,Arkadan İtiş,600000
BMW,5 Serisi,520d Sport,2009,220000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,615000
BMW,3 Serisi,318i Standart,2005,299000,Otomatik,LPG & Benzin,Sedan,1995,143,Arkadan İtiş,375000
BMW,3 Serisi,320d Sport Line,2022,274000,Otomatik,Dizel,Sedan,1995,190,Arkadan İtiş,625000
BMW,5 Serisi,525d xDrive Executive M Sport,2016,208000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),1350000
BMW,5 Serisi,520i Standart,1993,45000,Otomatik,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,140000
BMW,7 Serisi,730i Pure,2016,133000,Otomatik,Benzin,Sedan,1998,258,Arkadan İtiş,2990000
BMW,3 Serisi,320i,2008,191000,Otomatik,LPG & Benzin,Sedan,1995,170,Arkadan İtiş,435000
BMW,5 Serisi,520d Premium,2008,335000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,595000
BMW,5 Serisi,520i Premium,2015,145000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1000000
BMW,3 Serisi,316i Standart,2007,276000,Düz,Benzin,Sedan,1597,122,Arkadan İtiş,390000
BMW,3 Serisi,320i Sport Line,2016,100504,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,899750
BMW,3 Serisi,316i Comfort,2012,133500,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,690000
BMW,5 Serisi,525d xDrive xDrive,2013,135000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),1350000
BMW,5 Serisi,520i Comfort Plus,2017,116500,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,1720000
BMW,5 Serisi,525d xDrive Premium,2014,162040,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),1199900
BMW,5 Serisi,520i Executive,2016,103000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1199000
BMW,5 Serisi,520i Executive,2016,118000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1185000
BMW,3 Serisi,318i Edition Luxury Line,2018,60872,Otomatik,Benzin,Sedan,1499,136,Arkadan İtiş,1150000
BMW,1 Serisi,116i Joy Edition,2014,75000,Otomatik,Benzin,Hatchback/5,1598,136,Arkadan İtiş,739000
BMW,3 Serisi,320d xDrive M Sport,2014,270000,Otomatik,Dizel,Sedan,1995,184,4WD (Sürekli),860000
BMW,3 Serisi,318i Standart,2000,327000,Düz,LPG & Benzin,Sedan,1895,118,Arkadan İtiş,218500
BMW,3 Serisi,318i Standart,2005,320000,Otomatik,LPG & Benzin,Sedan,1995,143,Arkadan İtiş,327000
BMW,3 Serisi,320i ED 40th Year Edition,2016,120000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,1135000
BMW,1 Serisi,116i Standart,2008,161000,Otomatik,LPG & Benzin,Hatchback/5,1596,116,Arkadan İtiş,378000
BMW,5 Serisi,525d xDrive Premium,2014,268000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),1085000
BMW,1 Serisi,116d Joy,2016,109000,Otomatik,Dizel,Hatchback/5,1496,116,Arkadan İtiş,720000
BMW,3 Serisi,320i ED Luxury Line,2014,178000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,745000
BMW,1 Serisi,116i M Sport,2008,233000,Otomatik,Benzin,Hatchback/5,1596,116,Arkadan İtiş,449990
BMW,5 Serisi,525d xDrive Executive Plus,2014,154750,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),1325000
BMW,5 Serisi,525d Standart,2005,214000,Otomatik,Dizel,Sedan,2497,177,Arkadan İtiş,471750
BMW,5 Serisi,520d Gran Turismo Luxury Line,2012,206000,Otomatik,Dizel,Hatchback/5,1995,184,Arkadan İtiş,965000
BMW,4 Serisi,420d M Sport,2014,142000,Otomatik,Dizel,Coupe,1995,184,Arkadan İtiş,1115000
BMW,3 Serisi,318i Edition Luxury Line,2018,70623,Otomatik,Benzin,Sedan,1499,136,Arkadan İtiş,1050000
BMW,3 Serisi,320d Premium Line,2018,94083,Otomatik,Dizel,Sedan,1995,190,Arkadan İtiş,1250000
BMW,3 Serisi,320d M Sport,2011,249000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,569750
BMW,4 Serisi,418i Ultimate M Sport,2017,75000,Otomatik,Benzin,Coupe,1499,136,Arkadan İtiş,1297750
BMW,4 Serisi,418i Gran Coupe Gran Coupe,2015,214000,Otomatik,Benzin,Coupe,1499,136,Arkadan İtiş,999990
BMW,3 Serisi,318i Standart,2005,262500,Otomatik,LPG & Benzin,Sedan,1995,143,Arkadan İtiş,311750
BMW,3 Serisi,320i,2006,126500,Otomatik,LPG & Benzin,Sedan,1995,150,Arkadan İtiş,425000
BMW,3 Serisi,320d Edition Comfort,2011,263000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,432000
BMW,3 Serisi,320i,2003,460000,Otomatik,LPG & Benzin,Sedan,1900,163,Arkadan İtiş,305000
BMW,1 Serisi,116d ED EfficientDynamics,2012,168000,Düz,Dizel,Hatchback/5,1598,116,Arkadan İtiş,451500
BMW,5 Serisi,520i Comfort,2014,230000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,825990
BMW,3 Serisi,320i ED Standart,2013,135000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,683900
BMW,5 Serisi,520d M Sport,2011,189000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,875000
BMW,1 Serisi,118i Joy,2015,91578,Otomatik,Benzin,Hatchback/5,1499,136,Arkadan İtiş,750000
BMW,5 Serisi,525d xDrive Luxury Line,2013,269000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),1100000
BMW,3 Serisi,320i,2001,275000,Otomatik,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,315000
BMW,4 Serisi,418d Gran Coupe Prestige,2017,66000,Otomatik,Dizel,Coupe,1995,150,Arkadan İtiş,1275000
BMW,3 Serisi,320i ED Sport Plus,2015,138453,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,875000
BMW,7 Serisi,730d Standart,2005,288000,Otomatik,Dizel,Sedan,2993,218,Arkadan İtiş,579500
BMW,M Serisi,M235i xDrive,2015,69687,Otomatik,Benzin,Coupe,1998,306,4WD (Sürekli),1765000
BMW,4 Serisi,428i xDrive M Sport,2014,126446,Otomatik,Benzin,Coupe,1997,245,4WD (Sürekli),1359000
BMW,5 Serisi,520i Prestige,2015,10500,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,1450000
BMW,7 Serisi,730d Standart,2007,444500,Otomatik,Dizel,Sedan,2993,218,Arkadan İtiş,575000
BMW,5 Serisi,525d xDrive Comfort,2015,152000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),1179750
BMW,1 Serisi,116i Joy Edition,2014,56600,Otomatik,Benzin,Hatchback/5,1598,136,Arkadan İtiş,650000
BMW,1 Serisi,116i Advantage,2005,261000,Düz,LPG & Benzin,Hatchback/5,1596,115,Arkadan İtiş,285000
BMW,3 Serisi,316i Standart,1991,193000,Düz,LPG & Benzin,Sedan,1596,100,Arkadan İtiş,85000
BMW,3 Serisi,316i Standart,2010,109000,Otomatik,Benzin,Sedan,1596,116,Arkadan İtiş,550000
BMW,3 Serisi,320d Standart,2013,280000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,855000
BMW,1 Serisi,116i Premium,2011,126000,Otomatik,Benzin,Hatchback/5,1596,116,Arkadan İtiş,459750
BMW,3 Serisi,318i Standart,2004,257000,Otomatik,LPG & Benzin,Sedan,1995,143,Arkadan İtiş,259500
BMW,5 Serisi,520i Executive M Sport,2013,68500,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1310000
BMW,3 Serisi,320i,2008,212000,Otomatik,Benzin,Sedan,1995,170,Arkadan İtiş,445000
BMW,5 Serisi,520i Executive,2016,118000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1215000
BMW,5 Serisi,520d M Sport,2011,335000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,790000
BMW,2 Serisi,216d Gran Coupe First Edition Sport Line,2021,56173,Otomatik,Dizel,Coupe,1496,116,Önden Çekiş,1212000
BMW,3 Serisi,320i ED Sport Line,2015,112000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,989900
BMW,3 Serisi,320d Techno Plus,2015,212000,Otomatik,Dizel,Sedan,1995,190,Arkadan İtiş,860000
BMW,3 Serisi,316i Standart,2012,225000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,604999
BMW,2 Serisi,218i Gran Coupe First Edition M Sport,2021,42531,Otomatik,Benzin,Coupe,1499,140,Önden Çekiş,1390000
BMW,3 Serisi,320i First Edition Sport Line,2019,79900,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,1529000
BMW,3 Serisi,320i,2012,115000,Otomatik,Benzin,Sedan,1997,184,Arkadan İtiş,840000
BMW,3 Serisi,316i Standart,1989,265000,Düz,LPG & Benzin,Sedan,1596,100,Arkadan İtiş,115000
BMW,5 Serisi,520i Executive Plus,2016,113500,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1315000
BMW,3 Serisi,316i Standart,2000,198000,Düz,LPG & Benzin,Sedan,1595,105,Arkadan İtiş,357000
BMW,2 Serisi,216d Gran Coupe First Edition M Sport,2020,30000,Otomatik,Dizel,Coupe,1496,116,Önden Çekiş,1250000
BMW,1 Serisi,116d First Edition Sport Line,2020,52188,Otomatik,Dizel,Hatchback/5,1496,116,Önden Çekiş,1157000
BMW,5 Serisi,520i Comfort,2015,66500,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,1250000
BMW,7 Serisi,745i Long,2003,200000,Otomatik,Benzin,Sedan,4398,333,Arkadan İtiş,435000
BMW,3 Serisi,316Ci,2004,232800,Düz,LPG & Benzin,Coupe,1596,115,Arkadan İtiş,365000
BMW,3 Serisi,320i ED 40th Year Edition,2015,152500,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,999750
BMW,3 Serisi,320i Premium,2006,293000,Otomatik,LPG & Benzin,Sedan,1995,150,Arkadan İtiş,405000
BMW,3 Serisi,318i Standart,2005,138000,Otomatik,LPG & Benzin,Sedan,1995,143,Arkadan İtiş,357000
BMW,5 Serisi,520i Standart,2000,375000,Otomatik,LPG & Benzin,Sedan,2171,170,Arkadan İtiş,300000
BMW,3 Serisi,320d Premium,2008,299000,Otomatik,Dizel,Sedan,1995,163,Arkadan İtiş,442000
BMW,3 Serisi,320i Premium,2009,194000,Otomatik,LPG & Benzin,Sedan,1995,170,Arkadan İtiş,539000
BMW,3 Serisi,320d Premium,2007,285000,Otomatik,Dizel,Sedan,1995,163,Arkadan İtiş,430000
BMW,3 Serisi,320d Standart,2005,340000,Otomatik,Dizel,Sedan,1995,150,Arkadan İtiş,285000
BMW,5 Serisi,520d Premium,2009,167000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,685000
BMW,3 Serisi,316i Comfort,2013,153500,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,650000
BMW,1 Serisi,116d One Edition,2016,44500,Otomatik,Dizel,Hatchback/5,1496,116,Arkadan İtiş,830000
BMW,3 Serisi,316i Exclusive,2009,115000,Düz,Benzin,Sedan,1597,122,Arkadan İtiş,565000
BMW,3 Serisi,320Ci,2001,270000,Otomatik,LPG & Benzin,-,2171,170,Arkadan İtiş,325000
BMW,3 Serisi,320d Premium,2012,290000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,518000
BMW,3 Serisi,318i Standart,1994,338000,Düz,LPG & Benzin,Sedan,1796,113,Arkadan İtiş,150000
